Date,Location,Classification,Count
08/30/2022,Manhattan,Deaths,3
08/31/2022,Manhattan,Deaths,3
09/01/2022,Manhattan,Deaths,3
09/02/2022,Manhattan,Deaths,2
09/03/2022,Manhattan,Deaths,1
09/04/2022,Manhattan,Deaths,2
09/05/2022,Manhattan,Deaths,1
09/06/2022,Manhattan,Deaths,1
09/07/2022,Manhattan,Deaths,2
09/08/2022,Manhattan,Deaths,1
09/09/2022,Manhattan,Deaths,0
09/10/2022,Manhattan,Deaths,0
09/11/2022,Manhattan,Deaths,0
09/12/2022,Manhattan,Deaths,0
09/13/2022,Manhattan,Deaths,6
09/14/2022,Manhattan,Deaths,0
09/15/2022,Manhattan,Deaths,2
09/16/2022,Manhattan,Deaths,4
09/17/2022,Manhattan,Deaths,2
09/18/2022,Manhattan,Deaths,1
09/19/2022,Manhattan,Deaths,1
09/20/2022,Manhattan,Deaths,1
09/21/2022,Manhattan,Deaths,1
09/22/2022,Manhattan,Deaths,1
09/23/2022,Manhattan,Deaths,2
09/24/2022,Manhattan,Deaths,1
09/25/2022,Manhattan,Deaths,2
09/26/2022,Manhattan,Deaths,0
09/27/2022,Manhattan,Deaths,0
09/28/2022,Manhattan,Deaths,2
09/29/2022,Manhattan,Deaths,1
09/30/2022,Manhattan,Deaths,1
10/01/2022,Manhattan,Deaths,1
10/02/2022,Manhattan,Deaths,0
10/03/2022,Manhattan,Deaths,1
10/04/2022,Manhattan,Deaths,0
10/05/2022,Manhattan,Deaths,2
10/06/2022,Manhattan,Deaths,2
10/07/2022,Manhattan,Deaths,1
10/08/2022,Manhattan,Deaths,2
10/09/2022,Manhattan,Deaths,2
10/10/2022,Manhattan,Deaths,3
10/11/2022,Manhattan,Deaths,2
10/12/2022,Manhattan,Deaths,0
10/13/2022,Manhattan,Deaths,3
10/14/2022,Manhattan,Deaths,2
10/15/2022,Manhattan,Deaths,1
10/16/2022,Manhattan,Deaths,1
10/17/2022,Manhattan,Deaths,4
10/18/2022,Manhattan,Deaths,2
10/19/2022,Manhattan,Deaths,2
10/20/2022,Manhattan,Deaths,3
10/21/2022,Manhattan,Deaths,4
10/22/2022,Manhattan,Deaths,1
10/23/2022,Manhattan,Deaths,8
10/24/2022,Manhattan,Deaths,4
10/25/2022,Manhattan,Deaths,1
10/26/2022,Manhattan,Deaths,3
10/27/2022,Manhattan,Deaths,1
10/28/2022,Manhattan,Deaths,3
10/29/2022,Manhattan,Deaths,3
10/30/2022,Manhattan,Deaths,2
10/31/2022,Manhattan,Deaths,0
11/01/2022,Manhattan,Deaths,1
11/02/2022,Manhattan,Deaths,1
11/03/2022,Manhattan,Deaths,2
11/04/2022,Manhattan,Deaths,2
11/05/2022,Manhattan,Deaths,4
11/06/2022,Manhattan,Deaths,1
11/07/2022,Manhattan,Deaths,0
11/08/2022,Manhattan,Deaths,3
11/09/2022,Manhattan,Deaths,4
11/10/2022,Manhattan,Deaths,2
11/11/2022,Manhattan,Deaths,5
11/12/2022,Manhattan,Deaths,3
11/13/2022,Manhattan,Deaths,1
11/14/2022,Manhattan,Deaths,1
11/15/2022,Manhattan,Deaths,6
11/16/2022,Manhattan,Deaths,2
11/17/2022,Manhattan,Deaths,3
11/18/2022,Manhattan,Deaths,0
11/19/2022,Manhattan,Deaths,2
11/20/2022,Manhattan,Deaths,2
11/21/2022,Manhattan,Deaths,3
11/22/2022,Manhattan,Deaths,6
11/23/2022,Manhattan,Deaths,1
11/24/2022,Manhattan,Deaths,1
11/25/2022,Manhattan,Deaths,2
11/26/2022,Manhattan,Deaths,1
11/27/2022,Manhattan,Deaths,1
11/28/2022,Manhattan,Deaths,3
11/29/2022,Manhattan,Deaths,0
11/30/2022,Manhattan,Deaths,3
12/01/2022,Manhattan,Deaths,2
12/02/2022,Manhattan,Deaths,1
12/03/2022,Manhattan,Deaths,5
12/04/2022,Manhattan,Deaths,2
12/05/2022,Manhattan,Deaths,1
12/06/2022,Manhattan,Deaths,2
12/07/2022,Manhattan,Deaths,3
12/08/2022,Manhattan,Deaths,3
12/09/2022,Manhattan,Deaths,4
12/10/2022,Manhattan,Deaths,3
12/11/2022,Manhattan,Deaths,6
12/12/2022,Manhattan,Deaths,4
12/13/2022,Manhattan,Deaths,2
12/14/2022,Manhattan,Deaths,1
12/15/2022,Manhattan,Deaths,4
12/16/2022,Manhattan,Deaths,3
12/17/2022,Manhattan,Deaths,5
12/18/2022,Manhattan,Deaths,5
12/19/2022,Manhattan,Deaths,4
12/20/2022,Manhattan,Deaths,5
12/21/2022,Manhattan,Deaths,3
12/22/2022,Manhattan,Deaths,6
12/23/2022,Manhattan,Deaths,4
12/24/2022,Manhattan,Deaths,3
12/25/2022,Manhattan,Deaths,2
12/26/2022,Manhattan,Deaths,5
12/27/2022,Manhattan,Deaths,5
12/28/2022,Manhattan,Deaths,5
12/29/2022,Manhattan,Deaths,6
12/30/2022,Manhattan,Deaths,4
12/31/2022,Manhattan,Deaths,5
01/01/2023,Manhattan,Deaths,2
01/02/2023,Manhattan,Deaths,6
01/03/2023,Manhattan,Deaths,2
01/04/2023,Manhattan,Deaths,1
01/05/2023,Manhattan,Deaths,3
01/06/2023,Manhattan,Deaths,6
01/07/2023,Manhattan,Deaths,5
01/08/2023,Manhattan,Deaths,3
01/09/2023,Manhattan,Deaths,6
01/10/2023,Manhattan,Deaths,2
01/11/2023,Manhattan,Deaths,4
01/12/2023,Manhattan,Deaths,3
01/13/2023,Manhattan,Deaths,3
01/14/2023,Manhattan,Deaths,3
01/15/2023,Manhattan,Deaths,3
01/16/2023,Manhattan,Deaths,2
01/17/2023,Manhattan,Deaths,4
01/18/2023,Manhattan,Deaths,1
01/19/2023,Manhattan,Deaths,0
01/20/2023,Manhattan,Deaths,4
01/21/2023,Manhattan,Deaths,4
01/22/2023,Manhattan,Deaths,2
01/23/2023,Manhattan,Deaths,5
01/24/2023,Manhattan,Deaths,3
01/25/2023,Manhattan,Deaths,2
01/26/2023,Manhattan,Deaths,0
01/27/2023,Manhattan,Deaths,4
01/28/2023,Manhattan,Deaths,2
01/29/2023,Manhattan,Deaths,7
01/30/2023,Manhattan,Deaths,1
01/31/2023,Manhattan,Deaths,3
02/01/2023,Manhattan,Deaths,3
02/02/2023,Manhattan,Deaths,3
02/03/2023,Manhattan,Deaths,4
02/04/2023,Manhattan,Deaths,2
02/05/2023,Manhattan,Deaths,2
02/06/2023,Manhattan,Deaths,4
02/07/2023,Manhattan,Deaths,1
02/08/2023,Manhattan,Deaths,1
02/09/2023,Manhattan,Deaths,3
02/10/2023,Manhattan,Deaths,5
02/11/2023,Manhattan,Deaths,1
02/12/2023,Manhattan,Deaths,2
02/13/2023,Manhattan,Deaths,3
02/14/2023,Manhattan,Deaths,0
02/15/2023,Manhattan,Deaths,3
02/16/2023,Manhattan,Deaths,2
02/17/2023,Manhattan,Deaths,0
02/18/2023,Manhattan,Deaths,3
02/19/2023,Manhattan,Deaths,1
02/20/2023,Manhattan,Deaths,1
02/21/2023,Manhattan,Deaths,2
02/22/2023,Manhattan,Deaths,0
02/23/2023,Manhattan,Deaths,1
02/24/2023,Manhattan,Deaths,1
02/25/2023,Manhattan,Deaths,1
02/26/2023,Manhattan,Deaths,2
02/27/2023,Manhattan,Deaths,1
02/28/2023,Manhattan,Deaths,1
03/01/2023,Manhattan,Deaths,0
03/02/2023,Manhattan,Deaths,5
03/03/2023,Manhattan,Deaths,1
03/04/2023,Manhattan,Deaths,1
03/05/2023,Manhattan,Deaths,0
03/06/2023,Manhattan,Deaths,0
03/07/2023,Manhattan,Deaths,1
03/08/2023,Manhattan,Deaths,0
03/09/2023,Manhattan,Deaths,2
03/10/2023,Manhattan,Deaths,0
03/11/2023,Manhattan,Deaths,1
03/12/2023,Manhattan,Deaths,0
03/13/2023,Manhattan,Deaths,1
03/14/2023,Manhattan,Deaths,0
03/15/2023,Manhattan,Deaths,2
03/16/2023,Manhattan,Deaths,0
03/17/2023,Manhattan,Deaths,0
03/18/2023,Manhattan,Deaths,0
03/19/2023,Manhattan,Deaths,0
03/20/2023,Manhattan,Deaths,1
03/21/2023,Manhattan,Deaths,0
03/22/2023,Manhattan,Deaths,2
03/23/2023,Manhattan,Deaths,1
03/24/2023,Manhattan,Deaths,0
03/25/2023,Manhattan,Deaths,1
03/26/2023,Manhattan,Deaths,1
03/27/2023,Manhattan,Deaths,0
03/28/2023,Manhattan,Deaths,2
03/29/2023,Manhattan,Deaths,0
03/30/2023,Manhattan,Deaths,2
03/31/2023,Manhattan,Deaths,1
04/01/2023,Manhattan,Deaths,0
04/02/2023,Manhattan,Deaths,0
04/03/2023,Manhattan,Deaths,0
04/04/2023,Manhattan,Deaths,0
04/05/2023,Manhattan,Deaths,0
04/06/2023,Manhattan,Deaths,0
04/07/2023,Manhattan,Deaths,1
04/08/2023,Manhattan,Deaths,0
04/09/2023,Manhattan,Deaths,0
04/10/2023,Manhattan,Deaths,1
04/11/2023,Manhattan,Deaths,0
04/12/2023,Manhattan,Deaths,1
04/13/2023,Manhattan,Deaths,0
04/14/2023,Manhattan,Deaths,0
04/15/2023,Manhattan,Deaths,0
04/16/2023,Manhattan,Deaths,0
04/17/2023,Manhattan,Deaths,0
04/18/2023,Manhattan,Deaths,0
04/19/2023,Manhattan,Deaths,0
04/20/2023,Manhattan,Deaths,2
04/21/2023,Manhattan,Deaths,0
04/22/2023,Manhattan,Deaths,0
04/23/2023,Manhattan,Deaths,0
04/24/2023,Manhattan,Deaths,0
04/25/2023,Manhattan,Deaths,0
04/26/2023,Manhattan,Deaths,0
04/27/2023,Manhattan,Deaths,0
04/28/2023,Manhattan,Deaths,2
04/29/2023,Manhattan,Deaths,0
04/30/2023,Manhattan,Deaths,0
05/01/2023,Manhattan,Deaths,0
02/29/2020,Queens,Cases,0
03/01/2020,Queens,Cases,0
03/02/2020,Queens,Cases,0
03/03/2020,Queens,Cases,1
03/04/2020,Queens,Cases,2
03/05/2020,Queens,Cases,0
03/06/2020,Queens,Cases,1
03/07/2020,Queens,Cases,3
03/08/2020,Queens,Cases,6
03/09/2020,Queens,Cases,10
03/10/2020,Queens,Cases,24
03/11/2020,Queens,Cases,40
03/12/2020,Queens,Cases,80
03/13/2020,Queens,Cases,166
03/14/2020,Queens,Cases,194
03/15/2020,Queens,Cases,231
03/16/2020,Queens,Cases,528
03/17/2020,Queens,Cases,650
03/18/2020,Queens,Cases,835
03/19/2020,Queens,Cases,1065
03/20/2020,Queens,Cases,1185
03/21/2020,Queens,Cases,947
03/22/2020,Queens,Cases,696
03/23/2020,Queens,Cases,1192
03/24/2020,Queens,Cases,1389
03/25/2020,Queens,Cases,1571
03/26/2020,Queens,Cases,1644
03/27/2020,Queens,Cases,1576
03/28/2020,Queens,Cases,1201
03/29/2020,Queens,Cases,1075
03/30/2020,Queens,Cases,1859
03/31/2020,Queens,Cases,1811
04/01/2020,Queens,Cases,1781
04/02/2020,Queens,Cases,1826
04/03/2020,Queens,Cases,1762
04/04/2020,Queens,Cases,1203
04/05/2020,Queens,Cases,1136
04/06/2020,Queens,Cases,1927
04/07/2020,Queens,Cases,1949
04/08/2020,Queens,Cases,1857
04/09/2020,Queens,Cases,1560
04/10/2020,Queens,Cases,1342
04/11/2020,Queens,Cases,987
04/12/2020,Queens,Cases,916
04/13/2020,Queens,Cases,974
04/14/2020,Queens,Cases,1300
04/15/2020,Queens,Cases,1180
04/16/2020,Queens,Cases,1139
04/17/2020,Queens,Cases,1099
04/18/2020,Queens,Cases,705
04/19/2020,Queens,Cases,866
04/20/2020,Queens,Cases,1223
04/21/2020,Queens,Cases,937
04/22/2020,Queens,Cases,1109
04/23/2020,Queens,Cases,793
04/24/2020,Queens,Cases,775
04/25/2020,Queens,Cases,540
04/26/2020,Queens,Cases,331
04/27/2020,Queens,Cases,723
04/28/2020,Queens,Cases,896
04/29/2020,Queens,Cases,691
04/30/2020,Queens,Cases,593
05/01/2020,Queens,Cases,622
05/02/2020,Queens,Cases,333
05/03/2020,Queens,Cases,251
05/04/2020,Queens,Cases,437
05/05/2020,Queens,Cases,462
05/06/2020,Queens,Cases,443
05/07/2020,Queens,Cases,358
05/08/2020,Queens,Cases,344
05/09/2020,Queens,Cases,256
05/10/2020,Queens,Cases,85
05/11/2020,Queens,Cases,376
05/12/2020,Queens,Cases,314
05/13/2020,Queens,Cases,307
05/14/2020,Queens,Cases,332
05/15/2020,Queens,Cases,265
05/16/2020,Queens,Cases,136
05/17/2020,Queens,Cases,106
05/18/2020,Queens,Cases,275
05/19/2020,Queens,Cases,287
05/20/2020,Queens,Cases,256
05/21/2020,Queens,Cases,311
05/22/2020,Queens,Cases,237
05/23/2020,Queens,Cases,138
05/24/2020,Queens,Cases,121
05/25/2020,Queens,Cases,116
05/26/2020,Queens,Cases,269
05/27/2020,Queens,Cases,165
05/28/2020,Queens,Cases,181
05/29/2020,Queens,Cases,212
05/30/2020,Queens,Cases,110
05/31/2020,Queens,Cases,79
06/01/2020,Queens,Cases,158
06/02/2020,Queens,Cases,163
06/03/2020,Queens,Cases,148
06/04/2020,Queens,Cases,148
06/05/2020,Queens,Cases,103
06/06/2020,Queens,Cases,99
06/07/2020,Queens,Cases,74
06/08/2020,Queens,Cases,146
06/09/2020,Queens,Cases,131
06/10/2020,Queens,Cases,108
06/11/2020,Queens,Cases,114
06/12/2020,Queens,Cases,131
06/13/2020,Queens,Cases,74
06/14/2020,Queens,Cases,68
06/15/2020,Queens,Cases,123
06/16/2020,Queens,Cases,120
06/17/2020,Queens,Cases,92
06/18/2020,Queens,Cases,123
06/19/2020,Queens,Cases,123
06/20/2020,Queens,Cases,54
06/21/2020,Queens,Cases,58
06/22/2020,Queens,Cases,119
06/23/2020,Queens,Cases,121
06/24/2020,Queens,Cases,103
06/25/2020,Queens,Cases,78
06/26/2020,Queens,Cases,77
06/27/2020,Queens,Cases,60
06/28/2020,Queens,Cases,57
06/29/2020,Queens,Cases,132
06/30/2020,Queens,Cases,114
07/01/2020,Queens,Cases,94
07/02/2020,Queens,Cases,117
07/03/2020,Queens,Cases,64
07/04/2020,Queens,Cases,32
07/05/2020,Queens,Cases,38
07/06/2020,Queens,Cases,117
07/07/2020,Queens,Cases,106
07/08/2020,Queens,Cases,88
07/09/2020,Queens,Cases,94
07/10/2020,Queens,Cases,91
07/11/2020,Queens,Cases,86
07/12/2020,Queens,Cases,69
07/13/2020,Queens,Cases,138
07/14/2020,Queens,Cases,121
07/15/2020,Queens,Cases,91
07/16/2020,Queens,Cases,109
07/17/2020,Queens,Cases,106
07/18/2020,Queens,Cases,49
07/19/2020,Queens,Cases,46
07/20/2020,Queens,Cases,109
07/21/2020,Queens,Cases,100
07/22/2020,Queens,Cases,76
07/23/2020,Queens,Cases,63
07/24/2020,Queens,Cases,76
07/25/2020,Queens,Cases,46
07/26/2020,Queens,Cases,33
07/27/2020,Queens,Cases,79
07/28/2020,Queens,Cases,73
07/29/2020,Queens,Cases,67
07/30/2020,Queens,Cases,61
07/31/2020,Queens,Cases,58
08/01/2020,Queens,Cases,54
08/02/2020,Queens,Cases,33
08/03/2020,Queens,Cases,84
08/04/2020,Queens,Cases,46
08/05/2020,Queens,Cases,80
08/06/2020,Queens,Cases,66
08/07/2020,Queens,Cases,57
08/08/2020,Queens,Cases,43
08/09/2020,Queens,Cases,36
08/10/2020,Queens,Cases,77
08/11/2020,Queens,Cases,51
08/12/2020,Queens,Cases,86
08/13/2020,Queens,Cases,67
08/14/2020,Queens,Cases,69
08/15/2020,Queens,Cases,42
08/16/2020,Queens,Cases,39
08/17/2020,Queens,Cases,95
08/18/2020,Queens,Cases,87
08/19/2020,Queens,Cases,69
08/20/2020,Queens,Cases,54
08/21/2020,Queens,Cases,60
08/22/2020,Queens,Cases,34
08/23/2020,Queens,Cases,40
08/24/2020,Queens,Cases,84
08/25/2020,Queens,Cases,69
08/26/2020,Queens,Cases,66
08/27/2020,Queens,Cases,61
08/28/2020,Queens,Cases,52
08/29/2020,Queens,Cases,32
08/30/2020,Queens,Cases,42
08/31/2020,Queens,Cases,77
09/01/2020,Queens,Cases,73
09/02/2020,Queens,Cases,69
09/03/2020,Queens,Cases,90
09/04/2020,Queens,Cases,59
09/05/2020,Queens,Cases,34
09/06/2020,Queens,Cases,62
09/07/2020,Queens,Cases,52
09/08/2020,Queens,Cases,98
09/09/2020,Queens,Cases,82
09/10/2020,Queens,Cases,70
09/11/2020,Queens,Cases,77
09/12/2020,Queens,Cases,61
09/13/2020,Queens,Cases,68
09/14/2020,Queens,Cases,105
09/15/2020,Queens,Cases,81
09/16/2020,Queens,Cases,94
09/17/2020,Queens,Cases,104
09/18/2020,Queens,Cases,69
09/19/2020,Queens,Cases,60
09/20/2020,Queens,Cases,43
09/21/2020,Queens,Cases,122
09/22/2020,Queens,Cases,107
09/23/2020,Queens,Cases,115
09/24/2020,Queens,Cases,100
09/25/2020,Queens,Cases,125
09/26/2020,Queens,Cases,61
09/27/2020,Queens,Cases,106
09/28/2020,Queens,Cases,110
09/29/2020,Queens,Cases,175
09/30/2020,Queens,Cases,136
10/01/2020,Queens,Cases,145
10/02/2020,Queens,Cases,140
10/03/2020,Queens,Cases,98
10/04/2020,Queens,Cases,84
10/05/2020,Queens,Cases,196
10/06/2020,Queens,Cases,145
10/07/2020,Queens,Cases,132
10/08/2020,Queens,Cases,112
10/09/2020,Queens,Cases,143
10/10/2020,Queens,Cases,99
10/11/2020,Queens,Cases,85
10/12/2020,Queens,Cases,116
10/13/2020,Queens,Cases,128
10/14/2020,Queens,Cases,159
10/15/2020,Queens,Cases,143
10/16/2020,Queens,Cases,133
10/17/2020,Queens,Cases,110
10/18/2020,Queens,Cases,123
10/19/2020,Queens,Cases,178
10/20/2020,Queens,Cases,154
10/21/2020,Queens,Cases,188
10/22/2020,Queens,Cases,182
10/23/2020,Queens,Cases,161
10/24/2020,Queens,Cases,103
10/25/2020,Queens,Cases,87
10/26/2020,Queens,Cases,154
10/27/2020,Queens,Cases,180
10/28/2020,Queens,Cases,203
10/29/2020,Queens,Cases,156
10/30/2020,Queens,Cases,168
10/31/2020,Queens,Cases,117
11/01/2020,Queens,Cases,102
11/02/2020,Queens,Cases,220
11/03/2020,Queens,Cases,181
11/04/2020,Queens,Cases,277
11/05/2020,Queens,Cases,306
11/06/2020,Queens,Cases,297
11/07/2020,Queens,Cases,250
11/08/2020,Queens,Cases,226
11/09/2020,Queens,Cases,417
11/10/2020,Queens,Cases,408
11/11/2020,Queens,Cases,448
11/12/2020,Queens,Cases,406
11/13/2020,Queens,Cases,430
11/14/2020,Queens,Cases,324
11/15/2020,Queens,Cases,243
11/16/2020,Queens,Cases,503
11/17/2020,Queens,Cases,422
11/18/2020,Queens,Cases,446
11/19/2020,Queens,Cases,457
11/20/2020,Queens,Cases,458
11/21/2020,Queens,Cases,325
11/22/2020,Queens,Cases,287
11/23/2020,Queens,Cases,605
11/24/2020,Queens,Cases,535
11/25/2020,Queens,Cases,635
11/26/2020,Queens,Cases,204
11/27/2020,Queens,Cases,650
11/28/2020,Queens,Cases,509
11/29/2020,Queens,Cases,506
11/30/2020,Queens,Cases,734
12/01/2020,Queens,Cases,858
12/02/2020,Queens,Cases,843
12/03/2020,Queens,Cases,783
12/04/2020,Queens,Cases,757
12/05/2020,Queens,Cases,597
12/06/2020,Queens,Cases,517
12/07/2020,Queens,Cases,967
12/08/2020,Queens,Cases,900
12/09/2020,Queens,Cases,851
12/10/2020,Queens,Cases,897
12/11/2020,Queens,Cases,880
12/12/2020,Queens,Cases,699
12/13/2020,Queens,Cases,676
12/14/2020,Queens,Cases,1005
12/15/2020,Queens,Cases,1092
12/16/2020,Queens,Cases,811
12/17/2020,Queens,Cases,489
12/18/2020,Queens,Cases,928
12/19/2020,Queens,Cases,797
12/20/2020,Queens,Cases,698
12/21/2020,Queens,Cases,1288
12/22/2020,Queens,Cases,1207
12/23/2020,Queens,Cases,1185
12/24/2020,Queens,Cases,874
12/25/2020,Queens,Cases,298
12/26/2020,Queens,Cases,1072
12/27/2020,Queens,Cases,867
12/28/2020,Queens,Cases,1531
12/29/2020,Queens,Cases,1602
12/30/2020,Queens,Cases,1491
12/31/2020,Queens,Cases,1008
01/01/2021,Queens,Cases,434
01/02/2021,Queens,Cases,1341
01/03/2021,Queens,Cases,1092
01/04/2021,Queens,Cases,1879
01/05/2021,Queens,Cases,1822
01/06/2021,Queens,Cases,1687
01/07/2021,Queens,Cases,1572
01/08/2021,Queens,Cases,1602
01/09/2021,Queens,Cases,1189
01/10/2021,Queens,Cases,1020
01/11/2021,Queens,Cases,1705
01/12/2021,Queens,Cases,1541
01/13/2021,Queens,Cases,1529
01/14/2021,Queens,Cases,1539
01/15/2021,Queens,Cases,1494
01/16/2021,Queens,Cases,1060
01/17/2021,Queens,Cases,862
01/18/2021,Queens,Cases,1435
01/19/2021,Queens,Cases,1520
01/20/2021,Queens,Cases,1439
01/21/2021,Queens,Cases,1503
01/22/2021,Queens,Cases,1291
01/23/2021,Queens,Cases,1022
01/24/2021,Queens,Cases,923
01/25/2021,Queens,Cases,1633
01/26/2021,Queens,Cases,1389
01/27/2021,Queens,Cases,1408
01/28/2021,Queens,Cases,1367
01/29/2021,Queens,Cases,1074
01/30/2021,Queens,Cases,922
01/31/2021,Queens,Cases,912
02/01/2021,Queens,Cases,234
02/02/2021,Queens,Cases,769
02/03/2021,Queens,Cases,1403
02/04/2021,Queens,Cases,1404
02/05/2021,Queens,Cases,1181
02/06/2021,Queens,Cases,892
02/07/2021,Queens,Cases,453
02/08/2021,Queens,Cases,1237
02/09/2021,Queens,Cases,1008
02/10/2021,Queens,Cases,1007
02/11/2021,Queens,Cases,978
02/12/2021,Queens,Cases,929
02/13/2021,Queens,Cases,707
02/14/2021,Queens,Cases,580
02/15/2021,Queens,Cases,874
02/16/2021,Queens,Cases,1024
02/17/2021,Queens,Cases,922
02/18/2021,Queens,Cases,554
02/19/2021,Queens,Cases,856
02/20/2021,Queens,Cases,786
02/21/2021,Queens,Cases,666
02/22/2021,Queens,Cases,981
02/23/2021,Queens,Cases,934
02/24/2021,Queens,Cases,943
02/25/2021,Queens,Cases,962
02/26/2021,Queens,Cases,889
02/27/2021,Queens,Cases,630
02/28/2021,Queens,Cases,573
03/01/2021,Queens,Cases,1031
03/02/2021,Queens,Cases,860
03/03/2021,Queens,Cases,861
03/04/2021,Queens,Cases,860
03/05/2021,Queens,Cases,806
03/06/2021,Queens,Cases,688
03/07/2021,Queens,Cases,605
03/08/2021,Queens,Cases,918
03/09/2021,Queens,Cases,916
03/10/2021,Queens,Cases,908
03/11/2021,Queens,Cases,920
03/12/2021,Queens,Cases,965
03/13/2021,Queens,Cases,755
03/14/2021,Queens,Cases,662
03/15/2021,Queens,Cases,1092
03/16/2021,Queens,Cases,935
03/17/2021,Queens,Cases,943
03/18/2021,Queens,Cases,889
03/19/2021,Queens,Cases,896
03/20/2021,Queens,Cases,737
03/21/2021,Queens,Cases,682
03/22/2021,Queens,Cases,1116
03/23/2021,Queens,Cases,939
03/24/2021,Queens,Cases,1012
03/25/2021,Queens,Cases,1130
03/26/2021,Queens,Cases,1044
03/27/2021,Queens,Cases,741
03/28/2021,Queens,Cases,546
03/29/2021,Queens,Cases,1093
03/30/2021,Queens,Cases,936
03/31/2021,Queens,Cases,940
04/01/2021,Queens,Cases,831
04/02/2021,Queens,Cases,812
04/03/2021,Queens,Cases,663
04/04/2021,Queens,Cases,456
04/05/2021,Queens,Cases,976
04/06/2021,Queens,Cases,863
04/07/2021,Queens,Cases,789
04/08/2021,Queens,Cases,788
04/09/2021,Queens,Cases,734
04/10/2021,Queens,Cases,583
04/11/2021,Queens,Cases,397
04/12/2021,Queens,Cases,743
04/13/2021,Queens,Cases,693
04/14/2021,Queens,Cases,637
04/15/2021,Queens,Cases,561
04/16/2021,Queens,Cases,565
04/17/2021,Queens,Cases,412
04/18/2021,Queens,Cases,296
04/19/2021,Queens,Cases,543
04/20/2021,Queens,Cases,434
04/21/2021,Queens,Cases,388
04/22/2021,Queens,Cases,375
04/23/2021,Queens,Cases,369
04/24/2021,Queens,Cases,255
04/25/2021,Queens,Cases,245
04/26/2021,Queens,Cases,358
04/27/2021,Queens,Cases,301
04/28/2021,Queens,Cases,362
04/29/2021,Queens,Cases,267
04/30/2021,Queens,Cases,274
05/01/2021,Queens,Cases,181
05/02/2021,Queens,Cases,165
05/03/2021,Queens,Cases,268
05/04/2021,Queens,Cases,239
05/05/2021,Queens,Cases,224
05/06/2021,Queens,Cases,229
05/07/2021,Queens,Cases,193
05/08/2021,Queens,Cases,123
05/09/2021,Queens,Cases,110
05/10/2021,Queens,Cases,178
05/11/2021,Queens,Cases,188
05/12/2021,Queens,Cases,154
05/13/2021,Queens,Cases,151
05/14/2021,Queens,Cases,160
05/15/2021,Queens,Cases,99
05/16/2021,Queens,Cases,84
05/17/2021,Queens,Cases,114
05/18/2021,Queens,Cases,102
05/19/2021,Queens,Cases,106
05/20/2021,Queens,Cases,111
05/21/2021,Queens,Cases,105
05/22/2021,Queens,Cases,68
05/23/2021,Queens,Cases,55
05/24/2021,Queens,Cases,95
05/25/2021,Queens,Cases,81
05/26/2021,Queens,Cases,74
05/27/2021,Queens,Cases,67
05/28/2021,Queens,Cases,66
05/29/2021,Queens,Cases,40
05/30/2021,Queens,Cases,29
05/31/2021,Queens,Cases,38
06/01/2021,Queens,Cases,76
06/02/2021,Queens,Cases,68
06/03/2021,Queens,Cases,61
06/04/2021,Queens,Cases,43
06/05/2021,Queens,Cases,29
06/06/2021,Queens,Cases,33
06/07/2021,Queens,Cases,46
06/08/2021,Queens,Cases,39
06/09/2021,Queens,Cases,40
06/10/2021,Queens,Cases,35
06/11/2021,Queens,Cases,52
06/12/2021,Queens,Cases,39
06/13/2021,Queens,Cases,31
06/14/2021,Queens,Cases,49
06/15/2021,Queens,Cases,57
06/16/2021,Queens,Cases,41
06/17/2021,Queens,Cases,51
06/18/2021,Queens,Cases,47
06/19/2021,Queens,Cases,24
06/20/2021,Queens,Cases,25
06/21/2021,Queens,Cases,50
06/22/2021,Queens,Cases,49
06/23/2021,Queens,Cases,48
06/24/2021,Queens,Cases,47
06/25/2021,Queens,Cases,55
06/26/2021,Queens,Cases,31
06/27/2021,Queens,Cases,23
06/28/2021,Queens,Cases,53
06/29/2021,Queens,Cases,51
06/30/2021,Queens,Cases,51
07/01/2021,Queens,Cases,52
07/02/2021,Queens,Cases,58
07/03/2021,Queens,Cases,33
07/04/2021,Queens,Cases,34
07/05/2021,Queens,Cases,53
07/06/2021,Queens,Cases,80
07/07/2021,Queens,Cases,88
07/08/2021,Queens,Cases,81
07/09/2021,Queens,Cases,88
07/10/2021,Queens,Cases,59
07/11/2021,Queens,Cases,78
07/12/2021,Queens,Cases,110
07/13/2021,Queens,Cases,97
07/14/2021,Queens,Cases,115
07/15/2021,Queens,Cases,129
07/16/2021,Queens,Cases,117
07/17/2021,Queens,Cases,77
07/18/2021,Queens,Cases,106
07/19/2021,Queens,Cases,171
07/20/2021,Queens,Cases,146
07/21/2021,Queens,Cases,197
07/22/2021,Queens,Cases,196
07/23/2021,Queens,Cases,214
07/24/2021,Queens,Cases,141
07/25/2021,Queens,Cases,168
07/26/2021,Queens,Cases,273
07/27/2021,Queens,Cases,296
07/28/2021,Queens,Cases,286
07/29/2021,Queens,Cases,318
07/30/2021,Queens,Cases,319
07/31/2021,Queens,Cases,214
08/01/2021,Queens,Cases,220
08/02/2021,Queens,Cases,388
08/03/2021,Queens,Cases,364
08/04/2021,Queens,Cases,382
08/05/2021,Queens,Cases,365
08/06/2021,Queens,Cases,418
08/07/2021,Queens,Cases,293
08/08/2021,Queens,Cases,301
08/09/2021,Queens,Cases,496
08/10/2021,Queens,Cases,407
08/11/2021,Queens,Cases,438
