Date,Location,Classification,Count
03/06/2021,Bronx,Deaths,13
03/07/2021,Bronx,Deaths,10
03/08/2021,Bronx,Deaths,14
03/09/2021,Bronx,Deaths,17
03/10/2021,Bronx,Deaths,17
03/11/2021,Bronx,Deaths,13
03/12/2021,Bronx,Deaths,15
03/13/2021,Bronx,Deaths,11
03/14/2021,Bronx,Deaths,8
03/15/2021,Bronx,Deaths,6
03/16/2021,Bronx,Deaths,14
03/17/2021,Bronx,Deaths,8
03/18/2021,Bronx,Deaths,11
03/19/2021,Bronx,Deaths,10
03/20/2021,Bronx,Deaths,4
03/21/2021,Bronx,Deaths,7
03/22/2021,Bronx,Deaths,15
03/23/2021,Bronx,Deaths,8
03/24/2021,Bronx,Deaths,5
03/25/2021,Bronx,Deaths,13
03/26/2021,Bronx,Deaths,12
03/27/2021,Bronx,Deaths,15
03/28/2021,Bronx,Deaths,10
03/29/2021,Bronx,Deaths,14
03/30/2021,Bronx,Deaths,6
03/31/2021,Bronx,Deaths,7
04/01/2021,Bronx,Deaths,14
04/02/2021,Bronx,Deaths,9
04/03/2021,Bronx,Deaths,8
04/04/2021,Bronx,Deaths,10
04/05/2021,Bronx,Deaths,13
04/06/2021,Bronx,Deaths,9
04/07/2021,Bronx,Deaths,5
04/08/2021,Bronx,Deaths,14
04/09/2021,Bronx,Deaths,8
04/10/2021,Bronx,Deaths,6
04/11/2021,Bronx,Deaths,6
04/12/2021,Bronx,Deaths,7
04/13/2021,Bronx,Deaths,5
04/14/2021,Bronx,Deaths,7
04/15/2021,Bronx,Deaths,7
04/16/2021,Bronx,Deaths,2
04/17/2021,Bronx,Deaths,4
04/18/2021,Bronx,Deaths,2
04/19/2021,Bronx,Deaths,5
04/20/2021,Bronx,Deaths,4
04/21/2021,Bronx,Deaths,2
04/22/2021,Bronx,Deaths,5
04/23/2021,Bronx,Deaths,12
04/24/2021,Bronx,Deaths,3
04/25/2021,Bronx,Deaths,5
04/26/2021,Bronx,Deaths,5
04/27/2021,Bronx,Deaths,5
04/28/2021,Bronx,Deaths,4
04/29/2021,Bronx,Deaths,7
04/30/2021,Bronx,Deaths,5
05/01/2021,Bronx,Deaths,4
05/02/2021,Bronx,Deaths,1
05/03/2021,Bronx,Deaths,4
05/04/2021,Bronx,Deaths,4
05/05/2021,Bronx,Deaths,7
05/06/2021,Bronx,Deaths,3
05/07/2021,Bronx,Deaths,4
05/08/2021,Bronx,Deaths,1
05/09/2021,Bronx,Deaths,5
05/10/2021,Bronx,Deaths,6
05/11/2021,Bronx,Deaths,2
05/12/2021,Bronx,Deaths,1
05/13/2021,Bronx,Deaths,4
05/14/2021,Bronx,Deaths,5
05/15/2021,Bronx,Deaths,2
05/16/2021,Bronx,Deaths,1
05/17/2021,Bronx,Deaths,4
05/18/2021,Bronx,Deaths,2
05/19/2021,Bronx,Deaths,4
05/20/2021,Bronx,Deaths,2
05/21/2021,Bronx,Deaths,2
05/22/2021,Bronx,Deaths,0
05/23/2021,Bronx,Deaths,2
05/24/2021,Bronx,Deaths,0
05/25/2021,Bronx,Deaths,3
05/26/2021,Bronx,Deaths,0
05/27/2021,Bronx,Deaths,1
05/28/2021,Bronx,Deaths,1
05/29/2021,Bronx,Deaths,1
05/30/2021,Bronx,Deaths,2
05/31/2021,Bronx,Deaths,3
06/01/2021,Bronx,Deaths,1
06/02/2021,Bronx,Deaths,1
06/03/2021,Bronx,Deaths,0
06/04/2021,Bronx,Deaths,1
06/05/2021,Bronx,Deaths,0
06/06/2021,Bronx,Deaths,1
06/07/2021,Bronx,Deaths,2
06/08/2021,Bronx,Deaths,0
06/09/2021,Bronx,Deaths,1
06/10/2021,Bronx,Deaths,1
06/11/2021,Bronx,Deaths,1
06/12/2021,Bronx,Deaths,2
06/13/2021,Bronx,Deaths,2
06/14/2021,Bronx,Deaths,1
06/15/2021,Bronx,Deaths,0
06/16/2021,Bronx,Deaths,1
06/17/2021,Bronx,Deaths,3
06/18/2021,Bronx,Deaths,1
06/19/2021,Bronx,Deaths,0
06/20/2021,Bronx,Deaths,0
06/21/2021,Bronx,Deaths,1
06/22/2021,Bronx,Deaths,1
06/23/2021,Bronx,Deaths,1
06/24/2021,Bronx,Deaths,1
06/25/2021,Bronx,Deaths,1
06/26/2021,Bronx,Deaths,0
06/27/2021,Bronx,Deaths,0
06/28/2021,Bronx,Deaths,0
06/29/2021,Bronx,Deaths,1
06/30/2021,Bronx,Deaths,0
07/01/2021,Bronx,Deaths,0
07/02/2021,Bronx,Deaths,1
07/03/2021,Bronx,Deaths,1
07/04/2021,Bronx,Deaths,0
07/05/2021,Bronx,Deaths,1
07/06/2021,Bronx,Deaths,2
07/07/2021,Bronx,Deaths,2
07/08/2021,Bronx,Deaths,1
07/09/2021,Bronx,Deaths,0
07/10/2021,Bronx,Deaths,0
07/11/2021,Bronx,Deaths,1
07/12/2021,Bronx,Deaths,1
07/13/2021,Bronx,Deaths,2
07/14/2021,Bronx,Deaths,0
07/15/2021,Bronx,Deaths,0
07/16/2021,Bronx,Deaths,0
07/17/2021,Bronx,Deaths,3
07/18/2021,Bronx,Deaths,0
07/19/2021,Bronx,Deaths,0
07/20/2021,Bronx,Deaths,1
07/21/2021,Bronx,Deaths,0
07/22/2021,Bronx,Deaths,0
07/23/2021,Bronx,Deaths,0
07/24/2021,Bronx,Deaths,0
07/25/2021,Bronx,Deaths,0
07/26/2021,Bronx,Deaths,0
07/27/2021,Bronx,Deaths,1
07/28/2021,Bronx,Deaths,2
07/29/2021,Bronx,Deaths,0
07/30/2021,Bronx,Deaths,1
07/31/2021,Bronx,Deaths,0
08/01/2021,Bronx,Deaths,0
08/02/2021,Bronx,Deaths,0
08/03/2021,Bronx,Deaths,1
08/04/2021,Bronx,Deaths,1
08/05/2021,Bronx,Deaths,1
08/06/2021,Bronx,Deaths,0
08/07/2021,Bronx,Deaths,2
08/08/2021,Bronx,Deaths,1
08/09/2021,Bronx,Deaths,0
08/10/2021,Bronx,Deaths,0
08/11/2021,Bronx,Deaths,2
08/12/2021,Bronx,Deaths,2
08/13/2021,Bronx,Deaths,2
08/14/2021,Bronx,Deaths,1
08/15/2021,Bronx,Deaths,1
08/16/2021,Bronx,Deaths,1
08/17/2021,Bronx,Deaths,6
08/18/2021,Bronx,Deaths,1
08/19/2021,Bronx,Deaths,2
08/20/2021,Bronx,Deaths,0
08/21/2021,Bronx,Deaths,1
08/22/2021,Bronx,Deaths,3
08/23/2021,Bronx,Deaths,1
08/24/2021,Bronx,Deaths,3
08/25/2021,Bronx,Deaths,3
08/26/2021,Bronx,Deaths,2
08/27/2021,Bronx,Deaths,0
08/28/2021,Bronx,Deaths,1
08/29/2021,Bronx,Deaths,2
08/30/2021,Bronx,Deaths,1
08/31/2021,Bronx,Deaths,1
09/01/2021,Bronx,Deaths,3
09/02/2021,Bronx,Deaths,2
09/03/2021,Bronx,Deaths,3
09/04/2021,Bronx,Deaths,3
09/05/2021,Bronx,Deaths,3
09/06/2021,Bronx,Deaths,5
09/07/2021,Bronx,Deaths,4
09/08/2021,Bronx,Deaths,1
09/09/2021,Bronx,Deaths,3
09/10/2021,Bronx,Deaths,2
09/11/2021,Bronx,Deaths,1
09/12/2021,Bronx,Deaths,3
09/13/2021,Bronx,Deaths,3
09/14/2021,Bronx,Deaths,1
09/15/2021,Bronx,Deaths,0
09/16/2021,Bronx,Deaths,2
09/17/2021,Bronx,Deaths,2
09/18/2021,Bronx,Deaths,2
09/19/2021,Bronx,Deaths,2
09/20/2021,Bronx,Deaths,2
09/21/2021,Bronx,Deaths,1
09/22/2021,Bronx,Deaths,2
09/23/2021,Bronx,Deaths,2
09/24/2021,Bronx,Deaths,4
09/25/2021,Bronx,Deaths,3
09/26/2021,Bronx,Deaths,3
09/27/2021,Bronx,Deaths,5
09/28/2021,Bronx,Deaths,2
09/29/2021,Bronx,Deaths,1
09/30/2021,Bronx,Deaths,0
10/01/2021,Bronx,Deaths,1
10/02/2021,Bronx,Deaths,2
10/03/2021,Bronx,Deaths,3
10/04/2021,Bronx,Deaths,5
10/05/2021,Bronx,Deaths,1
10/06/2021,Bronx,Deaths,4
10/07/2021,Bronx,Deaths,3
10/08/2021,Bronx,Deaths,0
10/09/2021,Bronx,Deaths,0
10/10/2021,Bronx,Deaths,1
10/11/2021,Bronx,Deaths,1
10/12/2021,Bronx,Deaths,0
10/13/2021,Bronx,Deaths,1
10/14/2021,Bronx,Deaths,0
10/15/2021,Bronx,Deaths,2
10/16/2021,Bronx,Deaths,0
10/17/2021,Bronx,Deaths,2
10/18/2021,Bronx,Deaths,1
10/19/2021,Bronx,Deaths,1
10/20/2021,Bronx,Deaths,1
10/21/2021,Bronx,Deaths,2
10/22/2021,Bronx,Deaths,2
10/23/2021,Bronx,Deaths,1
10/24/2021,Bronx,Deaths,3
10/25/2021,Bronx,Deaths,2
10/26/2021,Bronx,Deaths,2
10/27/2021,Bronx,Deaths,0
10/28/2021,Bronx,Deaths,1
10/29/2021,Bronx,Deaths,1
10/30/2021,Bronx,Deaths,0
10/31/2021,Bronx,Deaths,0
11/01/2021,Bronx,Deaths,0
11/02/2021,Bronx,Deaths,1
11/03/2021,Bronx,Deaths,1
11/04/2021,Bronx,Deaths,0
11/05/2021,Bronx,Deaths,1
11/06/2021,Bronx,Deaths,1
11/07/2021,Bronx,Deaths,0
11/08/2021,Bronx,Deaths,2
11/09/2021,Bronx,Deaths,3
11/10/2021,Bronx,Deaths,0
11/11/2021,Bronx,Deaths,1
11/12/2021,Bronx,Deaths,2
11/13/2021,Bronx,Deaths,2
11/14/2021,Bronx,Deaths,2
11/15/2021,Bronx,Deaths,2
11/16/2021,Bronx,Deaths,2
11/17/2021,Bronx,Deaths,1
11/18/2021,Bronx,Deaths,1
11/19/2021,Bronx,Deaths,1
11/20/2021,Bronx,Deaths,2
11/21/2021,Bronx,Deaths,1
11/22/2021,Bronx,Deaths,0
11/23/2021,Bronx,Deaths,1
11/24/2021,Bronx,Deaths,2
11/25/2021,Bronx,Deaths,0
11/26/2021,Bronx,Deaths,1
11/27/2021,Bronx,Deaths,1
11/28/2021,Bronx,Deaths,2
11/29/2021,Bronx,Deaths,1
11/30/2021,Bronx,Deaths,0
12/01/2021,Bronx,Deaths,4
12/02/2021,Bronx,Deaths,3
12/03/2021,Bronx,Deaths,1
12/04/2021,Bronx,Deaths,2
12/05/2021,Bronx,Deaths,0
12/06/2021,Bronx,Deaths,2
12/07/2021,Bronx,Deaths,5
12/08/2021,Bronx,Deaths,2
12/09/2021,Bronx,Deaths,4
12/10/2021,Bronx,Deaths,2
12/11/2021,Bronx,Deaths,1
12/12/2021,Bronx,Deaths,5
12/13/2021,Bronx,Deaths,1
12/14/2021,Bronx,Deaths,1
12/15/2021,Bronx,Deaths,5
12/16/2021,Bronx,Deaths,2
12/17/2021,Bronx,Deaths,2
12/18/2021,Bronx,Deaths,2
12/19/2021,Bronx,Deaths,4
12/20/2021,Bronx,Deaths,2
12/21/2021,Bronx,Deaths,2
12/22/2021,Bronx,Deaths,3
12/23/2021,Bronx,Deaths,2
12/24/2021,Bronx,Deaths,9
12/25/2021,Bronx,Deaths,7
12/26/2021,Bronx,Deaths,4
12/27/2021,Bronx,Deaths,8
12/28/2021,Bronx,Deaths,6
12/29/2021,Bronx,Deaths,13
12/30/2021,Bronx,Deaths,5
12/31/2021,Bronx,Deaths,10
01/01/2022,Bronx,Deaths,15
01/02/2022,Bronx,Deaths,10
01/03/2022,Bronx,Deaths,11
01/04/2022,Bronx,Deaths,12
01/05/2022,Bronx,Deaths,10
01/06/2022,Bronx,Deaths,13
01/07/2022,Bronx,Deaths,12
01/08/2022,Bronx,Deaths,12
01/09/2022,Bronx,Deaths,22
01/10/2022,Bronx,Deaths,19
01/11/2022,Bronx,Deaths,23
01/12/2022,Bronx,Deaths,23
01/13/2022,Bronx,Deaths,18
01/14/2022,Bronx,Deaths,29
01/15/2022,Bronx,Deaths,13
01/16/2022,Bronx,Deaths,20
01/17/2022,Bronx,Deaths,24
01/18/2022,Bronx,Deaths,26
01/19/2022,Bronx,Deaths,17
01/20/2022,Bronx,Deaths,16
01/21/2022,Bronx,Deaths,18
01/22/2022,Bronx,Deaths,10
01/23/2022,Bronx,Deaths,18
01/24/2022,Bronx,Deaths,16
01/25/2022,Bronx,Deaths,19
01/26/2022,Bronx,Deaths,24
01/27/2022,Bronx,Deaths,13
01/28/2022,Bronx,Deaths,13
01/29/2022,Bronx,Deaths,12
01/30/2022,Bronx,Deaths,15
01/31/2022,Bronx,Deaths,14
02/01/2022,Bronx,Deaths,12
02/02/2022,Bronx,Deaths,12
02/03/2022,Bronx,Deaths,12
02/04/2022,Bronx,Deaths,11
02/05/2022,Bronx,Deaths,13
02/06/2022,Bronx,Deaths,9
02/07/2022,Bronx,Deaths,5
02/08/2022,Bronx,Deaths,8
02/09/2022,Bronx,Deaths,8
02/10/2022,Bronx,Deaths,4
02/11/2022,Bronx,Deaths,10
02/12/2022,Bronx,Deaths,7
02/13/2022,Bronx,Deaths,12
02/14/2022,Bronx,Deaths,3
02/15/2022,Bronx,Deaths,2
02/16/2022,Bronx,Deaths,7
02/17/2022,Bronx,Deaths,6
02/18/2022,Bronx,Deaths,4
02/19/2022,Bronx,Deaths,6
02/20/2022,Bronx,Deaths,3
02/21/2022,Bronx,Deaths,3
02/22/2022,Bronx,Deaths,2
02/23/2022,Bronx,Deaths,3
02/24/2022,Bronx,Deaths,4
02/25/2022,Bronx,Deaths,4
02/26/2022,Bronx,Deaths,0
02/27/2022,Bronx,Deaths,1
02/28/2022,Bronx,Deaths,3
03/01/2022,Bronx,Deaths,4
03/02/2022,Bronx,Deaths,2
03/03/2022,Bronx,Deaths,0
03/04/2022,Bronx,Deaths,3
03/05/2022,Bronx,Deaths,5
03/06/2022,Bronx,Deaths,2
03/07/2022,Bronx,Deaths,1
03/08/2022,Bronx,Deaths,1
03/09/2022,Bronx,Deaths,2
03/10/2022,Bronx,Deaths,2
03/11/2022,Bronx,Deaths,1
03/12/2022,Bronx,Deaths,2
03/13/2022,Bronx,Deaths,0
03/14/2022,Bronx,Deaths,3
03/15/2022,Bronx,Deaths,4
03/16/2022,Bronx,Deaths,1
03/17/2022,Bronx,Deaths,0
03/18/2022,Bronx,Deaths,1
03/19/2022,Bronx,Deaths,0
03/20/2022,Bronx,Deaths,0
03/21/2022,Bronx,Deaths,0
03/22/2022,Bronx,Deaths,0
03/23/2022,Bronx,Deaths,1
03/24/2022,Bronx,Deaths,1
03/25/2022,Bronx,Deaths,3
03/26/2022,Bronx,Deaths,2
03/27/2022,Bronx,Deaths,1
03/28/2022,Bronx,Deaths,0
03/29/2022,Bronx,Deaths,2
03/30/2022,Bronx,Deaths,0
03/31/2022,Bronx,Deaths,1
04/01/2022,Bronx,Deaths,1
04/02/2022,Bronx,Deaths,0
04/03/2022,Bronx,Deaths,2
04/04/2022,Bronx,Deaths,1
04/05/2022,Bronx,Deaths,0
04/06/2022,Bronx,Deaths,1
04/07/2022,Bronx,Deaths,0
04/08/2022,Bronx,Deaths,0
04/09/2022,Bronx,Deaths,0
04/10/2022,Bronx,Deaths,3
04/11/2022,Bronx,Deaths,0
04/12/2022,Bronx,Deaths,1
04/13/2022,Bronx,Deaths,1
04/14/2022,Bronx,Deaths,0
04/15/2022,Bronx,Deaths,0
04/16/2022,Bronx,Deaths,0
04/17/2022,Bronx,Deaths,1
04/18/2022,Bronx,Deaths,0
04/19/2022,Bronx,Deaths,0
04/20/2022,Bronx,Deaths,0
04/21/2022,Bronx,Deaths,1
04/22/2022,Bronx,Deaths,0
04/23/2022,Bronx,Deaths,0
04/24/2022,Bronx,Deaths,0
04/25/2022,Bronx,Deaths,0
04/26/2022,Bronx,Deaths,1
04/27/2022,Bronx,Deaths,0
04/28/2022,Bronx,Deaths,1
04/29/2022,Bronx,Deaths,1
04/30/2022,Bronx,Deaths,1
05/01/2022,Bronx,Deaths,1
05/02/2022,Bronx,Deaths,0
05/03/2022,Bronx,Deaths,1
05/04/2022,Bronx,Deaths,0
05/05/2022,Bronx,Deaths,0
05/06/2022,Bronx,Deaths,3
05/07/2022,Bronx,Deaths,0
05/08/2022,Bronx,Deaths,0
05/09/2022,Bronx,Deaths,0
05/10/2022,Bronx,Deaths,0
05/11/2022,Bronx,Deaths,0
05/12/2022,Bronx,Deaths,1
05/13/2022,Bronx,Deaths,0
05/14/2022,Bronx,Deaths,2
05/15/2022,Bronx,Deaths,1
05/16/2022,Bronx,Deaths,1
05/17/2022,Bronx,Deaths,1
05/18/2022,Bronx,Deaths,0
05/19/2022,Bronx,Deaths,1
05/20/2022,Bronx,Deaths,2
05/21/2022,Bronx,Deaths,3
05/22/2022,Bronx,Deaths,0
05/23/2022,Bronx,Deaths,1
05/24/2022,Bronx,Deaths,2
05/25/2022,Bronx,Deaths,2
05/26/2022,Bronx,Deaths,1
05/27/2022,Bronx,Deaths,0
05/28/2022,Bronx,Deaths,1
05/29/2022,Bronx,Deaths,1
05/30/2022,Bronx,Deaths,0
05/31/2022,Bronx,Deaths,2
06/01/2022,Bronx,Deaths,2
06/02/2022,Bronx,Deaths,1
06/03/2022,Bronx,Deaths,0
06/04/2022,Bronx,Deaths,4
06/05/2022,Bronx,Deaths,1
06/06/2022,Bronx,Deaths,2
06/07/2022,Bronx,Deaths,2
06/08/2022,Bronx,Deaths,2
06/09/2022,Bronx,Deaths,0
06/10/2022,Bronx,Deaths,3
06/11/2022,Bronx,Deaths,3
06/12/2022,Bronx,Deaths,1
06/13/2022,Bronx,Deaths,1
06/14/2022,Bronx,Deaths,1
06/15/2022,Bronx,Deaths,0
06/16/2022,Bronx,Deaths,1
06/17/2022,Bronx,Deaths,1
06/18/2022,Bronx,Deaths,2
06/19/2022,Bronx,Deaths,0
06/20/2022,Bronx,Deaths,1
06/21/2022,Bronx,Deaths,2
06/22/2022,Bronx,Deaths,2
06/23/2022,Bronx,Deaths,2
06/24/2022,Bronx,Deaths,0
06/25/2022,Bronx,Deaths,3
06/26/2022,Bronx,Deaths,0
06/27/2022,Bronx,Deaths,0
06/28/2022,Bronx,Deaths,2
06/29/2022,Bronx,Deaths,1
06/30/2022,Bronx,Deaths,2
07/01/2022,Bronx,Deaths,2
07/02/2022,Bronx,Deaths,0
07/03/2022,Bronx,Deaths,1
07/04/2022,Bronx,Deaths,1
07/05/2022,Bronx,Deaths,2
07/06/2022,Bronx,Deaths,1
07/07/2022,Bronx,Deaths,2
07/08/2022,Bronx,Deaths,1
07/09/2022,Bronx,Deaths,1
07/10/2022,Bronx,Deaths,3
07/11/2022,Bronx,Deaths,1
07/12/2022,Bronx,Deaths,2
07/13/2022,Bronx,Deaths,2
07/14/2022,Bronx,Deaths,2
07/15/2022,Bronx,Deaths,4
07/16/2022,Bronx,Deaths,2
07/17/2022,Bronx,Deaths,2
07/18/2022,Bronx,Deaths,3
07/19/2022,Bronx,Deaths,2
07/20/2022,Bronx,Deaths,3
07/21/2022,Bronx,Deaths,2
07/22/2022,Bronx,Deaths,1
07/23/2022,Bronx,Deaths,2
07/24/2022,Bronx,Deaths,0
07/25/2022,Bronx,Deaths,0
07/26/2022,Bronx,Deaths,3
07/27/2022,Bronx,Deaths,0
07/28/2022,Bronx,Deaths,3
07/29/2022,Bronx,Deaths,2
07/30/2022,Bronx,Deaths,2
07/31/2022,Bronx,Deaths,4
08/01/2022,Bronx,Deaths,1
08/02/2022,Bronx,Deaths,2
08/03/2022,Bronx,Deaths,1
08/04/2022,Bronx,Deaths,2
08/05/2022,Bronx,Deaths,2
08/06/2022,Bronx,Deaths,1
08/07/2022,Bronx,Deaths,2
08/08/2022,Bronx,Deaths,2
08/09/2022,Bronx,Deaths,1
08/10/2022,Bronx,Deaths,3
08/11/2022,Bronx,Deaths,1
08/12/2022,Bronx,Deaths,1
08/13/2022,Bronx,Deaths,3
08/14/2022,Bronx,Deaths,1
08/15/2022,Bronx,Deaths,2
08/16/2022,Bronx,Deaths,4
08/17/2022,Bronx,Deaths,4
08/18/2022,Bronx,Deaths,3
08/19/2022,Bronx,Deaths,0
08/20/2022,Bronx,Deaths,3
08/21/2022,Bronx,Deaths,2
08/22/2022,Bronx,Deaths,6
08/23/2022,Bronx,Deaths,3
08/24/2022,Bronx,Deaths,4
08/25/2022,Bronx,Deaths,3
08/26/2022,Bronx,Deaths,4
08/27/2022,Bronx,Deaths,5
08/28/2022,Bronx,Deaths,1
08/29/2022,Bronx,Deaths,0
08/30/2022,Bronx,Deaths,4
08/31/2022,Bronx,Deaths,4
09/01/2022,Bronx,Deaths,0
09/02/2022,Bronx,Deaths,2
09/03/2022,Bronx,Deaths,2
09/04/2022,Bronx,Deaths,2
09/05/2022,Bronx,Deaths,2
09/06/2022,Bronx,Deaths,0
09/07/2022,Bronx,Deaths,2
09/08/2022,Bronx,Deaths,2
09/09/2022,Bronx,Deaths,1
09/10/2022,Bronx,Deaths,3
09/11/2022,Bronx,Deaths,3
09/12/2022,Bronx,Deaths,2
09/13/2022,Bronx,Deaths,2
09/14/2022,Bronx,Deaths,0
09/15/2022,Bronx,Deaths,3
09/16/2022,Bronx,Deaths,3
09/17/2022,Bronx,Deaths,4
09/18/2022,Bronx,Deaths,2
09/19/2022,Bronx,Deaths,2
09/20/2022,Bronx,Deaths,2
09/21/2022,Bronx,Deaths,2
09/22/2022,Bronx,Deaths,1
09/23/2022,Bronx,Deaths,0
09/24/2022,Bronx,Deaths,1
09/25/2022,Bronx,Deaths,1
09/26/2022,Bronx,Deaths,0
09/27/2022,Bronx,Deaths,0
09/28/2022,Bronx,Deaths,0
09/29/2022,Bronx,Deaths,1
09/30/2022,Bronx,Deaths,2
10/01/2022,Bronx,Deaths,0
10/02/2022,Bronx,Deaths,1
10/03/2022,Bronx,Deaths,0
10/04/2022,Bronx,Deaths,2
10/05/2022,Bronx,Deaths,4
10/06/2022,Bronx,Deaths,4
10/07/2022,Bronx,Deaths,1
10/08/2022,Bronx,Deaths,3
10/09/2022,Bronx,Deaths,1
10/10/2022,Bronx,Deaths,1
10/11/2022,Bronx,Deaths,3
10/12/2022,Bronx,Deaths,2
10/13/2022,Bronx,Deaths,5
10/14/2022,Bronx,Deaths,6
10/15/2022,Bronx,Deaths,1
10/16/2022,Bronx,Deaths,4
10/17/2022,Bronx,Deaths,1
10/18/2022,Bronx,Deaths,2
10/19/2022,Bronx,Deaths,1
10/20/2022,Bronx,Deaths,1
10/21/2022,Bronx,Deaths,1
10/22/2022,Bronx,Deaths,1
10/23/2022,Bronx,Deaths,4
10/24/2022,Bronx,Deaths,1
10/25/2022,Bronx,Deaths,4
10/26/2022,Bronx,Deaths,1
10/27/2022,Bronx,Deaths,1
10/28/2022,Bronx,Deaths,0
10/29/2022,Bronx,Deaths,1
10/30/2022,Bronx,Deaths,2
10/31/2022,Bronx,Deaths,5
11/01/2022,Bronx,Deaths,5
11/02/2022,Bronx,Deaths,6
11/03/2022,Bronx,Deaths,1
11/04/2022,Bronx,Deaths,0
11/05/2022,Bronx,Deaths,3
11/06/2022,Bronx,Deaths,2
11/07/2022,Bronx,Deaths,3
11/08/2022,Bronx,Deaths,1
11/09/2022,Bronx,Deaths,1
11/10/2022,Bronx,Deaths,1
11/11/2022,Bronx,Deaths,1
11/12/2022,Bronx,Deaths,1
11/13/2022,Bronx,Deaths,0
11/14/2022,Bronx,Deaths,1
11/15/2022,Bronx,Deaths,4
11/16/2022,Bronx,Deaths,2
11/17/2022,Bronx,Deaths,2
11/18/2022,Bronx,Deaths,5
11/19/2022,Bronx,Deaths,2
11/20/2022,Bronx,Deaths,3
11/21/2022,Bronx,Deaths,0
11/22/2022,Bronx,Deaths,3
11/23/2022,Bronx,Deaths,2
11/24/2022,Bronx,Deaths,3
11/25/2022,Bronx,Deaths,1
11/26/2022,Bronx,Deaths,2
11/27/2022,Bronx,Deaths,0
11/28/2022,Bronx,Deaths,3
11/29/2022,Bronx,Deaths,6
11/30/2022,Bronx,Deaths,1
12/01/2022,Bronx,Deaths,3
12/02/2022,Bronx,Deaths,3
12/03/2022,Bronx,Deaths,2
12/04/2022,Bronx,Deaths,3
12/05/2022,Bronx,Deaths,1
12/06/2022,Bronx,Deaths,3
12/07/2022,Bronx,Deaths,3
12/08/2022,Bronx,Deaths,6
12/09/2022,Bronx,Deaths,2
12/10/2022,Bronx,Deaths,6
12/11/2022,Bronx,Deaths,8
12/12/2022,Bronx,Deaths,0
12/13/2022,Bronx,Deaths,4
12/14/2022,Bronx,Deaths,4
12/15/2022,Bronx,Deaths,5
12/16/2022,Bronx,Deaths,4
12/17/2022,Bronx,Deaths,2
12/18/2022,Bronx,Deaths,1
12/19/2022,Bronx,Deaths,0
12/20/2022,Bronx,Deaths,4
12/21/2022,Bronx,Deaths,3
12/22/2022,Bronx,Deaths,4
12/23/2022,Bronx,Deaths,7
12/24/2022,Bronx,Deaths,4
12/25/2022,Bronx,Deaths,5
12/26/2022,Bronx,Deaths,3
12/27/2022,Bronx,Deaths,5
12/28/2022,Bronx,Deaths,6
12/29/2022,Bronx,Deaths,2
12/30/2022,Bronx,Deaths,6
12/31/2022,Bronx,Deaths,4
01/01/2023,Bronx,Deaths,2
01/02/2023,Bronx,Deaths,2
01/03/2023,Bronx,Deaths,2
01/04/2023,Bronx,Deaths,6
01/05/2023,Bronx,Deaths,8
01/06/2023,Bronx,Deaths,7
01/07/2023,Bronx,Deaths,2
01/08/2023,Bronx,Deaths,6
01/09/2023,Bronx,Deaths,5
01/10/2023,Bronx,Deaths,1
01/11/2023,Bronx,Deaths,4
01/12/2023,Bronx,Deaths,2
01/13/2023,Bronx,Deaths,2
01/14/2023,Bronx,Deaths,6
01/15/2023,Bronx,Deaths,4
01/16/2023,Bronx,Deaths,3
01/17/2023,Bronx,Deaths,4
01/18/2023,Bronx,Deaths,0
01/19/2023,Bronx,Deaths,5
01/20/2023,Bronx,Deaths,2
01/21/2023,Bronx,Deaths,5
01/22/2023,Bronx,Deaths,3
01/23/2023,Bronx,Deaths,1
01/24/2023,Bronx,Deaths,4
01/25/2023,Bronx,Deaths,1
01/26/2023,Bronx,Deaths,3
01/27/2023,Bronx,Deaths,3
01/28/2023,Bronx,Deaths,2
01/29/2023,Bronx,Deaths,1
01/30/2023,Bronx,Deaths,3
01/31/2023,Bronx,Deaths,4
02/01/2023,Bronx,Deaths,1
02/02/2023,Bronx,Deaths,4
02/03/2023,Bronx,Deaths,1
02/04/2023,Bronx,Deaths,6
02/05/2023,Bronx,Deaths,3
02/06/2023,Bronx,Deaths,1
02/07/2023,Bronx,Deaths,1
02/08/2023,Bronx,Deaths,2
02/09/2023,Bronx,Deaths,3
02/10/2023,Bronx,Deaths,2
02/11/2023,Bronx,Deaths,3
02/12/2023,Bronx,Deaths,1
02/13/2023,Bronx,Deaths,1
02/14/2023,Bronx,Deaths,3
02/15/2023,Bronx,Deaths,1
02/16/2023,Bronx,Deaths,0
02/17/2023,Bronx,Deaths,1
02/18/2023,Bronx,Deaths,1
02/19/2023,Bronx,Deaths,1
02/20/2023,Bronx,Deaths,2
02/21/2023,Bronx,Deaths,0
02/22/2023,Bronx,Deaths,1
02/23/2023,Bronx,Deaths,0
02/24/2023,Bronx,Deaths,0
02/25/2023,Bronx,Deaths,1
02/26/2023,Bronx,Deaths,0
02/27/2023,Bronx,Deaths,2
02/28/2023,Bronx,Deaths,0
03/01/2023,Bronx,Deaths,0
03/02/2023,Bronx,Deaths,0
03/03/2023,Bronx,Deaths,3
03/04/2023,Bronx,Deaths,0
03/05/2023,Bronx,Deaths,1
03/06/2023,Bronx,Deaths,1
03/07/2023,Bronx,Deaths,2
03/08/2023,Bronx,Deaths,1
03/09/2023,Bronx,Deaths,0
03/10/2023,Bronx,Deaths,0
03/11/2023,Bronx,Deaths,2
